title,vote_average,vote_count,genres
The Piano,7.1,290.0,"['Drama', 'Romance']"
Poetic Justice,6.9,47.0,"['Drama', 'Romance']"
The Program,6.0,28.0,['Drama']
The Puppet Masters,5.6,41.0,"['Horror', 'Science Fiction', 'Thriller']"
Radioland Murders,5.8,12.0,"['Comedy', 'Crime', 'Drama', 'Music', 'Mystery', 'Romance']"
The Ref,6.7,99.0,['Comedy']
The Remains of the Day,7.5,213.0,"['Drama', 'Romance']"
Renaissance Man,5.9,83.0,"['Comedy', 'War']"
Rising Sun,5.8,188.0,"['Action', 'Drama', 'Thriller']"
The Road to Wellville,5.5,43.0,"['Comedy', 'Romance']"
RoboCop 3,4.2,309.0,"['Action', 'Adventure', 'Crime', 'Science Fiction', 'Thriller']"
Robin Hood: Men in Tights,6.4,575.0,['Comedy']
Romeo Is Bleeding,5.7,36.0,"['Action', 'Crime', 'Drama', 'Thriller']"
Romper Stomper,6.6,126.0,"['Action', 'Drama', 'Thriller']"
Rudy,7.2,187.0,['Drama']
Savage Nights,6.2,11.0,['Drama']
Schindler's List,8.3,4436.0,"['Drama', 'History', 'War']"
The Scout,5.3,37.0,"['Comedy', 'Drama']"
Searching for Bobby Fischer,7.3,100.0,['Drama']
The Secret Garden,7.1,232.0,"['Drama', 'Family', 'Fantasy']"
Serial Mom,6.4,137.0,"['Comedy', 'Crime', 'Horror', 'Thriller']"
The Shadow,5.4,140.0,"['Adventure', 'Fantasy', 'Action', 'Thriller', 'Science Fiction']"
Shadowlands,6.8,61.0,"['Drama', 'Romance']"
Short Cuts,6.9,136.0,"['Comedy', 'Drama']"
A Simple Twist of Fate,5.7,26.0,"['Drama', 'Family']"
Sirens,5.2,31.0,"['Comedy', 'Drama']"
Six Degrees of Separation,6.5,75.0,"['Mystery', 'Drama', 'Comedy']"
Sleepless in Seattle,6.5,630.0,"['Comedy', 'Drama', 'Romance']"
Sliver,4.9,144.0,"['Drama', 'Thriller']"
Blade Runner,7.9,3833.0,"['Science Fiction', 'Drama', 'Thriller']"
Son in Law,5.6,81.0,"['Comedy', 'Drama', 'Romance']"
So I Married an Axe Murderer,6.1,131.0,"['Comedy', 'Crime', 'Romance']"
Striking Distance,5.4,223.0,"['Crime', 'Action', 'Mystery', 'Thriller']"
Super Mario Bros.,4.0,236.0,"['Adventure', 'Comedy', 'Family', 'Fantasy']"
Surviving the Game,6.1,53.0,"['Action', 'Adventure', 'Thriller', 'Crime']"
Terminal Velocity,5.0,82.0,"['Action', 'Thriller']"
Threesome,6.3,57.0,"['Comedy', 'Drama', 'Family', 'Romance']"
The Nightmare Before Christmas,7.6,2135.0,"['Fantasy', 'Animation', 'Family']"
The Three Musketeers,6.2,219.0,"['Action', 'Adventure', 'Comedy']"
Tombstone,7.4,632.0,"['Action', 'Adventure', 'Drama', 'History', 'Western']"
True Romance,7.5,762.0,"['Action', 'Thriller', 'Crime', 'Romance']"
The War Room,7.3,19.0,"['Documentary', 'History']"
The Pagemaster,6.2,178.0,"['Fantasy', 'Science Fiction', 'Family', 'Animation']"
Welcome to the Dollhouse,6.9,103.0,"['Comedy', 'Drama']"
Germinal,6.3,43.0,"['Drama', 'Romance']"
Chasers,4.7,22.0,"['Comedy', 'Romance']"
Cronos,6.4,153.0,"['Drama', 'Horror', 'Thriller']"
Kika,6.8,58.0,"['Comedy', 'Drama']"
Little Big League,6.0,20.0,"['Comedy', 'Family']"
"Ciao, Professore!",7.2,74.0,"['Comedy', 'Foreign']"
Spanking the Monkey,5.3,29.0,"['Comedy', 'Drama']"
The Little Rascals,6.3,214.0,"['Romance', 'Comedy', 'Family']"
Andre,5.0,31.0,"['Drama', 'Family', 'Adventure']"
The Celluloid Closet,7.0,24.0,"['History', 'Documentary']"
Dear Diary,6.9,46.0,"['Comedy', 'Drama']"
The Brady Bunch Movie,5.9,87.0,['Comedy']
Home Alone,7.1,2487.0,"['Comedy', 'Family']"
Ghost,6.9,1381.0,"['Fantasy', 'Drama', 'Thriller', 'Mystery', 'Romance']"
Aladdin,7.4,3495.0,"['Animation', 'Family', 'Comedy', 'Adventure', 'Fantasy', 'Romance']"
Terminator 2: Judgment Day,7.7,4274.0,"['Action', 'Thriller', 'Science Fiction']"
Dances with Wolves,7.6,1084.0,"['Adventure', 'Drama', 'Western']"
Batman,7.0,2145.0,"['Fantasy', 'Action']"
The Silence of the Lambs,8.1,4549.0,"['Crime', 'Drama', 'Thriller']"
Snow White and the Seven Dwarfs,6.9,1973.0,"['Fantasy', 'Animation', 'Family']"
Beauty and the Beast,7.5,3029.0,"['Romance', 'Family', 'Animation', 'Fantasy', 'Music']"
Pinocchio,6.9,1412.0,"['Animation', 'Family']"
Pretty Woman,7.0,1807.0,"['Romance', 'Comedy']"
The Wild Bunch,7.7,266.0,"['Adventure', 'Western']"
Love and a .45,5.5,15.0,"['Crime', 'Thriller']"
Bye Bye Love,6.1,20.0,"['Comedy', 'Romance']"
One Fine Day,6.1,160.0,"['Comedy', 'Romance']"
Candyman: Farewell to the Flesh,5.0,64.0,['Horror']
Fargo,7.7,2080.0,"['Crime', 'Drama', 'Thriller']"
Homeward Bound II: Lost in San Francisco,6.0,105.0,"['Adventure', 'Comedy', 'Drama', 'Family']"
Heavy Metal,6.3,150.0,"['Animation', 'Science Fiction']"
Hellraiser: Bloodline,4.9,111.0,"['Horror', 'Thriller', 'Science Fiction']"
The Pallbearer,4.6,30.0,"['Comedy', 'Romance']"
Jane Eyre,7.1,51.0,"['Drama', 'Romance']"
The Aristocats,7.1,1287.0,"['Animation', 'Comedy', 'Family', 'Adventure']"
The Flower of My Secret,6.9,43.0,"['Drama', 'Romance']"
Two Much,5.1,24.0,"['Comedy', 'Romance']"
Ed,3.6,24.0,"['Comedy', 'Family']"
A Thin Line Between Love and Hate,5.7,15.0,"['Comedy', 'Thriller', 'Crime', 'Romance']"
The Last Supper,6.5,82.0,"['Comedy', 'Thriller', 'Crime', 'Drama']"
Primal Fear,7.4,644.0,"['Crime', 'Drama', 'Mystery', 'Thriller']"
All Dogs Go to Heaven 2,5.0,50.0,"['Romance', 'Animation', 'Family', 'Adventure', 'Fantasy']"
Land and Freedom,7.0,53.0,"['Drama', 'History', 'War', 'Romance']"
Theodore Rex,3.6,17.0,"['Fantasy', 'Science Fiction', 'Family']"
A Family Thing,5.6,14.0,"['Comedy', 'Drama']"
Sgt. Bilko,5.5,96.0,"['Comedy', 'Family']"
Girl 6,5.7,17.0,['Comedy']
Diabolique,5.4,74.0,"['Drama', 'Horror', 'Mystery', 'Thriller']"
"Little Indian, Big City",6.0,145.0,"['Adventure', 'Drama', 'Comedy', 'Family']"
Nelly and Monsieur Arnaud,7.1,16.0,"['Drama', 'Romance']"
Courage Under Fire,6.2,240.0,"['Drama', 'Thriller', 'Mystery', 'War']"
Mission: Impossible,6.7,2677.0,"['Adventure', 'Action', 'Thriller']"
Moll Flanders,6.2,19.0,"['Drama', 'Romance']"
DragonHeart,6.4,553.0,['Fantasy']
Eddie,5.4,46.0,"['Action', 'Comedy']"
Purple Noon,7.3,73.0,"['Crime', 'Drama', 'Thriller']"
James and the Giant Peach,6.2,375.0,"['Adventure', 'Animation', 'Family']"
Fear,6.1,157.0,"['Drama', 'Thriller', 'Romance']"
Kids in the Hall: Brain Candy,5.9,26.0,['Comedy']
Underground,7.5,143.0,"['War', 'Drama', 'Comedy']"
All Things Fair,6.1,23.0,"['War', 'Drama', 'Romance']"
Bloodsport II,5.2,23.0,"['Action', 'Thriller']"
Pather Panchali,7.9,63.0,['Drama']
The World of Apu,8.2,40.0,['Drama']
Mystery Science Theater 3000: The Movie,7.0,71.0,"['Comedy', 'Science Fiction']"
Space Jam,6.5,1335.0,"['Animation', 'Comedy', 'Drama', 'Family', 'Fantasy']"
Barbarella,5.7,149.0,['Science Fiction']
Alphaville,6.8,100.0,"['Drama', 'Science Fiction', 'Mystery']"
Coup de Torchon,6.8,21.0,['Drama']
Operation Dumbo Drop,4.7,37.0,"['Action', 'Adventure', 'Comedy', 'Family']"
Mrs. Winterbourne,5.5,26.0,"['Comedy', 'Romance', 'Drama']"
Solo,3.9,18.0,"['Action', 'Adventure', 'Science Fiction', 'Thriller']"
The Substitute,5.8,60.0,"['Action', 'Thriller']"
Feeling Minnesota,5.5,29.0,"['Action', 'Comedy', 'Drama', 'Thriller']"
Angus,6.8,24.0,"['Comedy', 'Drama', 'Family', 'Romance']"
Priest Daens,6.7,15.0,"['Drama', 'History']"
Faces,7.1,36.0,['Drama']
Boys,5.3,11.0,"['Romance', 'Drama', 'Mystery']"
The Quest,5.3,126.0,"['Action', 'Adventure']"
Mulholland Falls,6.2,73.0,"['Drama', 'Mystery', 'Thriller']"
The Truth About Cats & Dogs,5.7,86.0,"['Comedy', 'Romance']"
Oliver & Company,6.5,372.0,"['Animation', 'Comedy', 'Family']"
Celtic Pride,4.9,35.0,['Comedy']
Flipper,5.3,85.0,"['Adventure', 'Family']"
Of Love and Shadows,4.4,11.0,['Drama']
Dead Man,7.2,397.0,"['Drama', 'Fantasy', 'Western']"
The Horseman on the Roof,6.7,25.0,"['War', 'Adventure', 'Drama', 'Romance']"
Switchblade Sisters,6.6,27.0,"['Action', 'Crime', 'Drama']"
The Visitors,7.1,433.0,"['Fantasy', 'Comedy', 'Science Fiction']"
Multiplicity,5.5,158.0,"['Comedy', 'Fantasy', 'Science Fiction']"
The Craft,6.3,388.0,"['Drama', 'Fantasy', 'Horror', 'Thriller']"
The Great White Hype,5.1,29.0,"['Comedy', 'Drama']"
Cold Comfort Farm,7.0,21.0,"['Comedy', 'Drama', 'Romance']"
"Institute Benjamenta, or This Dream People Call Human Life",7.7,11.0,"['Animation', 'Drama']"
Heaven's Prisoners,5.0,17.0,"['Drama', 'Mystery', 'Thriller']"
The Rock,6.9,1474.0,"['Action', 'Adventure', 'Thriller']"
Cemetery Man,7.0,105.0,"['Fantasy', 'Drama', 'Horror', 'Comedy']"
Twister,6.1,966.0,"['Action', 'Adventure', 'Drama']"
Barb Wire,3.9,117.0,"['Action', 'Science Fiction']"
Ghost in the Shell,7.8,854.0,"['Action', 'Animation', 'Science Fiction']"
Thinner,5.5,125.0,"['Horror', 'Thriller']"
Spy Hard,4.9,148.0,"['Action', 'Comedy']"
A Close Shave,7.5,223.0,"['Family', 'Animation', 'Comedy']"
Force of Evil,6.6,33.0,"['Drama', 'Action', 'Crime']"
The Stupids,4.2,22.0,"['Comedy', 'Family']"
The Arrival,6.1,200.0,"['Action', 'Mystery', 'Science Fiction', 'Thriller']"
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,8.0,1472.0,"['Drama', 'Comedy', 'War']"
Gold Diggers: The Secret of Bear Mountain,5.8,20.0,['Drama']
Ashes of Time,7.1,73.0,"['Drama', 'Action']"
Stalingrad,7.4,116.0,"['Drama', 'History', 'War']"
The Phantom,4.7,138.0,"['Adventure', 'Action']"
Striptease,4.4,210.0,"['Drama', 'Thriller', 'Crime']"
The Last of the High Kings,5.7,15.0,"['Drama', 'Comedy']"
Heavy,7.7,11.0,"['Drama', 'Romance']"
Jack,5.9,340.0,"['Comedy', 'Drama', 'Science Fiction']"
I Shot Andy Warhol,6.1,32.0,['Drama']
Spirits of the Dead,5.5,24.0,"['Drama', 'Mystery', 'Horror']"
Trainspotting,7.8,2737.0,"['Drama', 'Crime']"
Independence Day,6.7,3334.0,"['Action', 'Adventure', 'Science Fiction']"
Stealing Beauty,6.6,99.0,"['Drama', 'Romance']"
The Fan,5.7,202.0,"['Drama', 'Mystery', 'Thriller']"
The Hunchback of Notre Dame,6.8,1182.0,"['Drama', 'Animation', 'Family']"
The Cable Guy,5.7,603.0,"['Comedy', 'Drama', 'Thriller']"
Kingpin,6.7,248.0,['Comedy']
Eraser,5.6,553.0,"['Action', 'Drama', 'Mystery', 'Thriller']"
The Nutty Professor,5.4,717.0,"['Fantasy', 'Comedy', 'Romance', 'Science Fiction']"
Daylight,5.8,385.0,"['Action', 'Adventure', 'Thriller']"
The Frighteners,6.7,413.0,"['Horror', 'Comedy']"
Lone Star,6.9,79.0,"['Drama', 'Mystery', 'Romance']"
Harriet the Spy,5.7,47.0,"['Comedy', 'Drama', 'Family']"
Phenomenon,6.2,328.0,"['Drama', 'Fantasy', 'Romance', 'Science Fiction']"
She's the One,5.7,71.0,"['Comedy', 'Romance']"
A Time to Kill,7.0,522.0,"['Crime', 'Drama', 'Thriller']"
Alaska,5.2,32.0,['Adventure']
Fled,5.2,49.0,"['Action', 'Comedy', 'Thriller']"
Kazaam,3.6,60.0,"['Fantasy', 'Comedy', 'Science Fiction', 'Family']"
Larger Than Life,5.4,35.0,"['Family', 'Comedy']"
A Very Brady Sequel,5.8,42.0,['Comedy']
La Collectionneuse,6.5,25.0,"['Drama', 'Comedy', 'Romance']"
The Adventures of Pinocchio,5.0,55.0,"['Animation', 'Family', 'Fantasy']"
Joe's Apartment,5.0,87.0,"['Fantasy', 'Comedy', 'Music']"
The First Wives Club,6.5,172.0,['Comedy']
Ransom,6.4,482.0,"['Action', 'Thriller']"
High School High,5.4,51.0,['Comedy']
Foxfire,6.3,30.0,"['Action', 'Drama', 'Thriller']"
Chain Reaction,5.3,291.0,"['Action', 'Drama', 'Science Fiction', 'Thriller']"
Matilda,6.9,892.0,"['Comedy', 'Family', 'Fantasy']"
Emma,6.7,152.0,"['Drama', 'Comedy', 'Romance']"
The Crow: City of Angels,5.2,119.0,"['Action', 'Fantasy', 'Thriller']"
House Arrest,5.0,32.0,"['Comedy', 'Family']"
Eyes Without a Face,7.5,130.0,"['Drama', 'Horror', 'Thriller']"
Bordello of Blood,5.0,63.0,"['Horror', 'Comedy']"
The Spitfire Grill,6.8,17.0,"['Comedy', 'Drama']"
Escape from L.A.,5.6,381.0,"['Action', 'Adventure', 'Science Fiction', 'Thriller']"
Cyclo,6.8,23.0,"['Crime', 'Drama']"
Basquiat,6.6,97.0,"['Drama', 'History']"
Tin Cup,5.9,152.0,"['Comedy', 'Drama', 'Romance']"
The Ballad of Narayama,6.4,12.0,['Drama']
The Godfather,8.5,6024.0,"['Drama', 'Crime']"
Maybe... Maybe Not,6.1,34.0,"['Comedy', 'Drama']"
Police Story 3: Supercop,6.7,109.0,"['Action', 'Crime', 'Thriller']"
Bound,6.9,203.0,"['Crime', 'Drama', 'Romance', 'Thriller']"
Carpool,4.9,17.0,"['Comedy', 'Family']"
Kansas City,6.1,13.0,"['Thriller', 'Drama', 'Music', 'Crime']"
Gone Fishin',4.7,48.0,"['Comedy', 'Family']"
Vive L'Amour,7.3,16.0,['Drama']
Project S,5.8,12.0,"['Action', 'Adventure', 'Crime']"
The Relic,5.8,130.0,"['Horror', 'Mystery', 'Thriller']"
The Island of Dr. Moreau,4.6,148.0,"['Fantasy', 'Horror', 'Science Fiction']"
First Kid,5.3,28.0,"['Comedy', 'Family']"
The Trigger Effect,6.6,18.0,"['Drama', 'Thriller']"
Bogus,5.4,46.0,"['Fantasy', 'Comedy', 'Family']"
Bulletproof,5.4,164.0,"['Action', 'Adventure', 'Comedy', 'Thriller']"
The Land Before Time III: The Time of the Great Giving,6.1,86.0,"['Animation', 'Adventure', 'Family']"
Halloween: The Curse of Michael Myers,5.0,173.0,"['Horror', 'Thriller']"
Twelfth Night,7.0,22.0,"['Drama', 'Comedy', 'Romance']"
Mother Night,7.1,13.0,"['Drama', 'History']"
Wild Reeds,7.4,18.0,"['Drama', 'Romance']"
For Whom the Bell Tolls,6.1,41.0,"['Drama', 'History', 'Romance', 'Thriller']"
The Philadelphia Story,7.7,196.0,"['Comedy', 'Romance']"
Singin' in the Rain,7.9,747.0,"['Comedy', 'Music', 'Romance']"
An American in Paris,6.9,133.0,"['Drama', 'Comedy', 'Music', 'Romance']"
Funny Face,7.0,162.0,"['Music', 'Comedy', 'Romance']"
Breakfast at Tiffany's,7.6,1082.0,"['Comedy', 'Drama', 'Romance']"
Vertigo,8.0,1162.0,"['Mystery', 'Romance', 'Thriller']"
Rear Window,8.2,1531.0,"['Drama', 'Mystery', 'Thriller']"
It Happened One Night,7.7,283.0,"['Comedy', 'Romance']"
Gaslight,7.2,73.0,"['Drama', 'Mystery', 'Thriller', 'Crime']"
The Gay Divorcee,7.2,17.0,"['Comedy', 'Music', 'Romance']"
North by Northwest,7.8,1062.0,"['Mystery', 'Thriller']"
The Apartment,8.1,498.0,"['Comedy', 'Drama', 'Romance']"
Some Like It Hot,8.0,835.0,"['Comedy', 'Romance']"
Charade,7.7,351.0,"['Comedy', 'Mystery', 'Romance', 'Thriller']"
Casablanca,7.9,1462.0,"['Drama', 'Romance']"
The Maltese Falcon,7.8,435.0,"['Mystery', 'Crime', 'Thriller']"
My Fair Lady,7.4,361.0,"['Drama', 'Family', 'Music', 'Romance']"
Sabrina,7.4,284.0,"['Comedy', 'Drama', 'Romance']"
Roman Holiday,7.8,502.0,"['Comedy', 'Romance']"
The Little Princess,7.0,22.0,"['Drama', 'Comedy', 'Family']"
Meet Me in St. Louis,6.8,66.0,"['Comedy', 'Music', 'Romance']"
The Wizard of Oz,7.4,1689.0,"['Adventure', 'Family', 'Fantasy']"
Gone with the Wind,7.7,995.0,"['Drama', 'Romance', 'War']"
My Favorite Year,7.1,35.0,"['Comedy', 'Drama']"
Sunset Boulevard,8.2,533.0,['Drama']
Citizen Kane,8.0,1244.0,"['Mystery', 'Drama']"
2001: A Space Odyssey,7.9,3075.0,"['Science Fiction', 'Mystery', 'Adventure']"
All About Eve,8.0,367.0,['Drama']
The Women,6.4,26.0,"['Comedy', 'Drama']"
Rebecca,7.7,346.0,"['Drama', 'Mystery']"
Foreign Correspondent,7.0,86.0,"['Mystery', 'Thriller', 'War']"
Notorious,7.8,345.0,"['Thriller', 'Drama', 'Romance']"
Spellbound,7.3,166.0,"['Drama', 'Mystery', 'Thriller']"
An Affair to Remember,7.1,101.0,"['Drama', 'Romance']"
To Catch a Thief,7.1,299.0,"['Crime', 'Drama', 'Mystery', 'Romance', 'Thriller']"
Father of the Bride,6.6,43.0,"['Comedy', 'Drama', 'Family', 'Romance']"
The Band Wagon,7.1,46.0,"['Comedy', 'Music']"
Ninotchka,7.3,77.0,"['Comedy', 'Romance']"
Love in the Afternoon,7.3,55.0,"['Comedy', 'Drama', 'Romance']"
Gigi,6.1,68.0,"['Comedy', 'Music', 'Romance']"
The Reluctant Debutante,6.6,11.0,"['Comedy', 'Romance']"
The Adventures of Robin Hood,7.6,170.0,"['Action', 'Adventure', 'Romance']"
The Mark of Zorro,7.1,39.0,"['Action', 'Adventure', 'Drama', 'Romance', 'Western']"
Laura,7.6,173.0,"['Drama', 'Mystery']"
The Ghost and Mrs. Muir,7.3,59.0,"['Fantasy', 'Romance', 'Mystery']"
Lost Horizon,6.8,42.0,"['Adventure', 'Fantasy', 'Drama', 'Mystery']"
Top Hat,7.4,62.0,"['Comedy', 'Music', 'Romance']"
To Be or Not to Be,7.7,119.0,"['Comedy', 'War']"
My Man Godfrey,7.7,69.0,"['Comedy', 'Romance']"
Giant,7.5,169.0,"['Action', 'Drama', 'Western']"
East of Eden,7.5,163.0,['Drama']
The Thin Man,7.4,97.0,"['Comedy', 'Crime', 'Mystery']"
His Girl Friday,7.5,171.0,"['Comedy', 'Drama']"
Around the World in Eighty Days,6.5,85.0,"['Adventure', 'Comedy', 'Family', 'Fantasy', 'Romance']"
It's a Wonderful Life,8.0,1103.0,"['Drama', 'Family', 'Fantasy']"
Mr. Smith Goes to Washington,7.9,245.0,"['Comedy', 'Drama']"
Bringing Up Baby,7.6,201.0,"['Comedy', 'Romance']"
Penny Serenade,6.4,23.0,"['Drama', 'Romance']"
Of Human Bondage,6.4,26.0,['Drama']
Little Lord Fauntleroy,6.6,13.0,"['Drama', 'Family']"
The Inspector General,6.2,17.0,"['Comedy', 'Music', 'Romance']"
Angel and the Badman,6.6,27.0,"['Romance', 'Western']"
The 39 Steps,7.4,217.0,"['Action', 'Thriller', 'Mystery']"
A Walk in the Sun,5.2,14.0,"['War', 'Drama']"
The Outlaw,4.9,16.0,"['Action', 'Adventure', 'Western']"
Night of the Living Dead,7.5,591.0,['Horror']
The African Queen,7.4,232.0,"['Adventure', 'War', 'Romance']"
Beat the Devil,6.2,31.0,"['Action', 'Adventure', 'Comedy', 'Crime', 'Drama', 'Romance']"
Cat on a Hot Tin Roof,7.6,168.0,"['Drama', 'Romance']"
Meet John Doe,7.3,52.0,"['Drama', 'Comedy', 'Romance']"
A Farewell to Arms,6.2,29.0,"['Drama', 'Romance', 'War']"
"Yes, Madam",7.4,11.0,"['Action', 'Foreign']"
Picnic,6.7,19.0,"['Drama', 'Romance']"
Fly Away Home,6.6,114.0,"['Action', 'Adventure', 'Drama', 'Family']"
Grace of My Heart,6.5,15.0,"['Drama', 'Comedy', 'Music']"
Maximum Risk,5.3,104.0,"['Action', 'Adventure', 'Thriller']"
Michael Collins,6.8,98.0,"['Drama', 'Thriller']"
The Rich Man's Wife,4.9,11.0,"['Drama', 'Thriller']"
Big Night,6.8,45.0,['Drama']
Last Man Standing,6.2,263.0,"['Action', 'Crime', 'Drama', 'Thriller']"
Set It Off,6.9,66.0,"['Drama', 'Action', 'Crime']"
2 Days in the Valley,5.9,73.0,"['Comedy', 'Crime']"
Curdled,6.2,29.0,"['Comedy', 'Crime', 'Thriller']"
Extreme Measures,5.7,80.0,"['Drama', 'Thriller']"
The Glimmer Man,4.7,102.0,"['Action', 'Adventure', 'Crime', 'Drama', 'Thriller']"
D3: The Mighty Ducks,5.3,99.0,"['Action', 'Comedy', 'Drama', 'Family']"
The Chamber,5.9,62.0,"['Crime', 'Drama']"
The Apple Dumpling Gang,6.6,34.0,"['Comedy', 'Family']"
"Davy Crockett, King of the Wild Frontier",5.9,14.0,"['Action', 'Adventure', 'Family', 'Western']"
Escape to Witch Mountain,6.5,60.0,"['Adventure', 'Fantasy', 'Science Fiction', 'Family']"
The Love Bug,6.0,126.0,"['Comedy', 'Family', 'Fantasy']"
Herbie Rides Again,5.9,77.0,"['Romance', 'Comedy', 'Family', 'Fantasy']"
Old Yeller,7.0,68.0,"['Adventure', 'Drama', 'Western']"
The Parent Trap,6.8,92.0,"['Comedy', 'Family']"
Pollyanna,6.9,50.0,['Adventure']
Homeward Bound: The Incredible Journey,6.6,218.0,"['Adventure', 'Comedy', 'Drama', 'Family']"
The Shaggy Dog,6.2,22.0,"['Comedy', 'Family']"
Swiss Family Robinson,7.0,88.0,"['Adventure', 'Family']"
That Darn Cat!,6.4,28.0,"['Drama', 'Family', 'Comedy']"
"20,000 Leagues Under the Sea",6.9,160.0,"['Adventure', 'Drama', 'Science Fiction']"
Cool Runnings,6.8,510.0,['Comedy']
Angels in the Outfield,5.7,124.0,"['Fantasy', 'Drama', 'Comedy', 'Family']"
Cinderella,6.8,1760.0,"['Family', 'Fantasy', 'Animation', 'Romance']"
Winnie the Pooh and the Blustery Day,7.8,20.0,"['Animation', 'Family', 'Music']"
The Three Caballeros,6.2,108.0,"['Animation', 'Family', 'Music']"
The Sword in the Stone,6.9,935.0,"['Animation', 'Family']"
Robin Hood: Prince of Thieves,6.6,937.0,['Adventure']
Mary Poppins,7.4,1217.0,"['Comedy', 'Family', 'Fantasy']"
Dumbo,6.8,1206.0,"['Animation', 'Family']"
Pete's Dragon,6.4,201.0,"['Fantasy', 'Animation', 'Comedy', 'Family']"
Bedknobs and Broomsticks,6.8,260.0,"['Adventure', 'Fantasy', 'Animation', 'Comedy', 'Family', 'Music']"
Alice in Wonderland,7.0,1557.0,"['Animation', 'Adventure', 'Family', 'Fantasy']"
The Fox and the Hound,7.0,884.0,"['Adventure', 'Animation', 'Drama', 'Family']"
Freeway,6.5,95.0,"['Comedy', 'Drama', 'Thriller']"
The Sound of Music,7.4,966.0,"['Drama', 'Family', 'Music', 'Romance']"
Die Hard,7.5,4005.0,"['Action', 'Thriller']"
The Lawnmower Man,5.4,198.0,"['Horror', 'Thriller', 'Science Fiction']"
Unhook the Stars,6.2,11.0,"['Drama', 'Romance']"
Secrets & Lies,7.1,127.0,['Drama']
That Thing You Do!,6.8,230.0,"['Comedy', 'Drama']"
To Gillian on Her 37th Birthday,5.1,13.0,"['Drama', 'Romance']"
Surviving Picasso,5.3,21.0,"['Drama', 'Romance']"
Beautiful Thing,7.3,76.0,"['Comedy', 'Drama', 'Romance']"
The Long Kiss Goodnight,6.4,323.0,"['Crime', 'Action', 'Mystery', 'Thriller']"
The Ghost and the Darkness,6.4,238.0,['Adventure']
Looking for Richard,6.9,33.0,['Documentary']
Trees Lounge,6.7,51.0,"['Comedy', 'Drama']"
Get on the Bus,7.0,11.0,['Drama']
Shadow Conspiracy,4.0,12.0,"['Action', 'Thriller']"
Jude,6.6,38.0,"['Drama', 'Romance']"
Everyone Says I Love You,6.5,149.0,"['Music', 'Comedy', 'Romance']"
Romeo + Juliet,6.7,1406.0,"['Drama', 'Romance']"
Swingers,6.8,255.0,"['Comedy', 'Romance']"
Sleepers,7.3,729.0,"['Crime', 'Drama', 'Thriller']"
Aladdin and the King of Thieves,6.1,494.0,"['Adventure', 'Animation', 'Family']"
Shall We Dance,7.9,22.0,"['Comedy', 'Music', 'Romance']"
Crossfire,6.1,26.0,"['Crime', 'Drama', 'Mystery', 'Thriller']"
"Murder, My Sweet",7.2,48.0,"['Crime', 'Drama', 'Mystery', 'Thriller']"
Willy Wonka & the Chocolate Factory,7.4,826.0,"['Family', 'Fantasy']"
The Innocents,7.5,126.0,['Horror']
Sleeper,7.0,206.0,"['Comedy', 'Romance', 'Science Fiction']"
Bananas,6.7,167.0,['Comedy']
A Fish Called Wanda,7.1,576.0,"['Comedy', 'Crime']"
Life of Brian,7.7,1230.0,['Comedy']
Victor/Victoria,6.9,89.0,"['Comedy', 'Music', 'Romance']"
The Candidate,6.9,39.0,"['Comedy', 'Drama']"
The Great Race,7.2,64.0,"['Adventure', 'Comedy']"
Bonnie and Clyde,7.6,384.0,"['Crime', 'Drama']"
The Old Man and the Sea,6.0,25.0,"['Adventure', 'Drama']"
Dial M for Murder,7.9,539.0,"['Crime', 'Mystery', 'Thriller']"
Dirty Dancing,7.1,1371.0,"['Drama', 'Music', 'Romance']"
Reservoir Dogs,8.1,3821.0,"['Crime', 'Thriller']"
Platoon,7.5,1236.0,"['Drama', 'War', 'Action']"
Weekend at Bernie's,6.4,255.0,['Comedy']
Basic Instinct,6.5,869.0,"['Thriller', 'Mystery']"
The Doors,6.7,285.0,"['Drama', 'Music']"
The Crying Game,6.9,180.0,"['Romance', 'Crime', 'Drama', 'Thriller']"
Glengarry Glen Ross,7.5,330.0,"['Crime', 'Drama', 'Mystery']"
Sophie's Choice,7.4,149.0,"['Drama', 'Romance']"
E.T. the Extra-Terrestrial,7.3,3359.0,"['Science Fiction', 'Adventure', 'Family', 'Fantasy']"
A Christmas Carol,7.0,34.0,"['Fantasy', 'Drama', 'Family']"
Days of Thunder,5.9,359.0,['Adventure']
Top Gun,6.7,1736.0,"['Action', 'Romance', 'War']"
Rebel Without a Cause,7.6,351.0,['Drama']
A Streetcar Named Desire,7.6,291.0,['Drama']
Children of the Corn IV: The Gathering,4.6,41.0,['Horror']
Microcosmos,7.7,61.0,['Documentary']
The Associate,6.2,49.0,['Comedy']
The Funeral,7.3,31.0,"['Crime', 'Drama']"
The Eighth Day,7.0,56.0,['Drama']
The People vs. Larry Flynt,6.8,257.0,['Drama']
Glory Daze,5.8,15.0,['Comedy']
On Golden Pond,7.3,101.0,['Drama']
The Return of the Pink Panther,6.7,138.0,"['Mystery', 'Comedy', 'Crime']"
Drop Dead Fred,5.9,107.0,"['Comedy', 'Fantasy', 'Family']"
